post_id,ts_utc,date_et,session,pnl,pre_sv,vpinz_pre,entry_price,exit_price
116365249022129961,2026-04-07T20:13:09Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365249949047159,2026-04-07T20:13:23Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365250563239892,2026-04-07T20:13:32Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365251073099981,2026-04-07T20:13:40Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365252287627343,2026-04-07T20:13:58Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365252855784200,2026-04-07T20:14:07Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365253757288920,2026-04-07T20:14:21Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365254318832383,2026-04-07T20:14:29Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365255045080935,2026-04-07T20:14:40Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365255671979732,2026-04-07T20:14:50Z,2026-04-07,after_hours,9106264.649999917,-5656065.0,0.9955360611495496,137.76,136.15
116365271173259328,2026-04-07T20:18:47Z,2026-04-07,after_hours,5032603.497499998,-4281245.0,0.9843118355544296,137.4305,136.255
116365272431087703,2026-04-07T20:19:06Z,2026-04-07,after_hours,5032603.497499998,-4281245.0,0.9843118355544296,137.4305,136.255
116365273811504261,2026-04-07T20:19:27Z,2026-04-07,after_hours,5032603.497499998,-4281245.0,0.9843118355544296,137.4305,136.255
116365275300009543,2026-04-07T20:19:50Z,2026-04-07,after_hours,5032603.497499998,-4281245.0,0.9843118355544296,137.4305,136.255
116365277089556863,2026-04-07T20:20:17Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365279658494851,2026-04-07T20:20:56Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365284827791048,2026-04-07T20:22:15Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365285441680816,2026-04-07T20:22:24Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365286020333679,2026-04-07T20:22:33Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365286643586938,2026-04-07T20:22:43Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365287253994322,2026-04-07T20:22:52Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365287802499897,2026-04-07T20:23:00Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365288444023601,2026-04-07T20:23:10Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365288989008607,2026-04-07T20:23:18Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365289686358949,2026-04-07T20:23:29Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365290259205790,2026-04-07T20:23:38Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365290884513075,2026-04-07T20:23:47Z,2026-04-07,after_hours,7658668.799999975,-5549760.0,0.9532327106996052,137.7,136.32
116365303932078350,2026-04-07T20:27:06Z,2026-04-07,after_hours,2162968.719999989,-4915838.0,0.9528407589765612,137.09,136.65
